Device_ID,Device_Name,Acoustic_Level,Feature,N_Complete_Pairs,ICC_3_1,ICC_95CI_Low_Bootstrap,ICC_95CI_High_Bootstrap,Bootstrap_Valid_Replicates,ICC_Category,Session1_Mean,Session1_SD,Session2_Mean,Session2_SD,Mean_Change_S2_Minus_S1
1,ASUS_FX63VD_laptop,C,spectralFluxV_sma3nz_amean,51,0.36509674396485364,0.023394604172400708,0.5940680480927507,2000,poor,1.2455270985065032,0.4169585811762291,1.2266177675413965,0.33073299622978114,-0.018909330965106656
1,ASUS_FX63VD_laptop,C,F2amplitudeLogRelF0_sma3nz_amean,51,0.523394025361903,0.3547511201026213,0.6703245682374508,2000,moderate,-24.08230310535602,6.268547775448966,-23.08439353278789,6.951661595616126,0.9979095725681296
1,ASUS_FX63VD_laptop,C,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,51,0.3008971846720608,0.057396320685195505,0.6497866981469049,2000,poor,16.26872980183702,24.31369696111974,14.864029499215741,13.919841898799385,-1.4047003026212774
1,ASUS_FX63VD_laptop,W,Gap_Before,51,0.612445286418536,0.41188932446581705,0.7585888010036427,2000,moderate,0.3617730243612597,0.12056184376719453,0.3749494949494949,0.1210916661113484,0.013176470588235253
1,ASUS_FX63VD_laptop,W,loudness_sma3_stddevNorm,51,0.7319826040655228,0.5785138978070449,0.8301926481571981,2000,moderate,0.36623959438997056,0.07549515213876808,0.35741800297078236,0.07909477955179087,-0.008821591419188294
1,ASUS_FX63VD_laptop,W,spectralFlux_sma3_stddevNorm,51,0.5398568499878165,0.3390734952817801,0.6836953710065191,2000,moderate,0.4577859951407868,0.07254051682994975,0.4487068170058501,0.08760469323635124,-0.009079178134936765
1,ASUS_FX63VD_laptop,W,F3amplitudeLogRelF0_sma3nz_stddevNorm,51,-0.006578169493049351,-0.041698003792341426,0.657601034308595,2000,poor,-0.48204679340569595,0.22547984686912934,-0.6383967191186765,1.3967328121286589,-0.1563499257129806
1,ASUS_FX63VD_laptop,W,HNRdBACF_sma3nz_amean,51,0.8917578359407977,0.8254564830411381,0.9328508387258945,2000,good,5.668447390431774,2.477903840961414,5.621291844560518,2.507183991376124,-0.04715554587125488
1,ASUS_FX63VD_laptop,W,loudness_sma3_percentile20.0,51,0.4733191303012724,0.22608860809334333,0.6725759216111098,2000,poor,0.7504566317184016,0.1832592585648489,0.7635482846008336,0.18291019124082977,0.013091652882432057
1,ASUS_FX63VD_laptop,W,loudness_sma3_pctlrange0-2,51,0.713558870604802,0.5449735607123553,0.8360910391212816,2000,moderate,0.8316185444345519,0.28351419910618764,0.8198424244362615,0.28794870564193836,-0.011776119998290455
1,ASUS_FX63VD_laptop,W,shimmerLocaldB_sma3nz_amean,51,0.73030399841606,0.44982754852266055,0.8625711666169219,2000,moderate,1.2083562829189192,0.18701211559856784,1.1958213955810293,0.19851086877364243,-0.01253488733789008
1,ASUS_FX63VD_laptop,W,mfcc1_sma3_stddevNorm,51,0.2520378115285891,0.060581400645956976,0.8857157533955646,2000,poor,0.21846067894754273,0.1931593602520992,0.19031898680973663,0.08795109772045184,-0.02814169213780608
1,ASUS_FX63VD_laptop,W,mfcc1_sma3_amean,51,0.6489437123255924,0.4560245728551253,0.8199369681120225,2000,moderate,32.10741717117001,4.4657006033670985,31.769878671768517,4.1863372127813605,-0.3375384994014984
