Device_ID,Device_Name,Task,Feature,N,Mean,SD,Median,Q1,Q3,IQR,Min,Max
2,iPad_2021,STT,slopeUV500-1500_sma3nz_amean,996,-0.0017380844418288,0.0073149318216367,0.0,0.0,0.0,0.0,-0.0590908154845237,0.0174959450960159
3,Huawei_P30_phone,STT,slopeUV500-1500_sma3nz_amean,1041,-0.0045883704970544,0.0126160994982823,0.0,0.0,0.0,0.0,-0.070273570716381,0.0313756167888641
1,ASUS_FX63VD_laptop,STT,slopeV0-500_sma3nz_amean,1190,0.0574297534929198,0.0346412503151728,0.0614947341382503,0.0353249441832303,0.0847888737916945,0.0494639296084642,-0.0681586191058158,0.1404056847095489
2,iPad_2021,STT,slopeV0-500_sma3nz_amean,996,0.1066501097871461,0.0266151612603473,0.1092292554676532,0.0933275409042835,0.1238527707755565,0.030525229871273,-0.0336429998278617,0.1767278462648391
3,Huawei_P30_phone,STT,slopeV0-500_sma3nz_amean,1041,0.0970249849852034,0.0218526803943798,0.0979222133755683,0.0836888253688812,0.1117261201143264,0.0280372947454451,0.0,0.1631788611412048
1,ASUS_FX63VD_laptop,STT,slopeV0-500_sma3nz_stddevNorm,1190,0.4933129218540021,21.076952938945908,0.3374044299125671,0.2185011580586433,0.5816571861505508,0.3631560280919075,-391.6517028808594,494.3343505859375
2,iPad_2021,STT,slopeV0-500_sma3nz_stddevNorm,996,0.2186846828694085,0.1678351699368582,0.1967389360070228,0.1513835750520229,0.2587484940886497,0.1073649190366267,-1.5137919187545776,1.6269112825393677
3,Huawei_P30_phone,STT,slopeV0-500_sma3nz_stddevNorm,1041,0.2938383604246876,0.1644654477448408,0.2614400684833526,0.2044624537229538,0.3449732065200805,0.1405107527971267,0.0,2.4339935779571533
1,ASUS_FX63VD_laptop,STT,slopeV500-1500_sma3nz_amean,1190,-0.0287745691873665,0.0156069013456129,-0.0287757022306322,-0.0402163015678524,-0.0167024112306535,0.0235138903371989,-0.0700026154518127,0.0110681243240833
2,iPad_2021,STT,slopeV500-1500_sma3nz_amean,996,-0.0317107673049375,0.0197347233610752,-0.0305349146947264,-0.046722832135856,-0.0179884773679077,0.0287343547679483,-0.0742040649056434,0.0291446335613727
3,Huawei_P30_phone,STT,slopeV500-1500_sma3nz_amean,1041,-0.0324697634732641,0.0179025004829953,-0.0327290296554565,-0.0451414249837398,-0.0190946049988269,0.0260468199849128,-0.0747538059949874,0.0182836949825286
1,ASUS_FX63VD_laptop,STT,slopeV500-1500_sma3nz_stddevNorm,1190,-0.4854912580186579,3.42001682582738,-0.3267980068922043,-0.5123857259750366,-0.2148346304893493,0.2975510954856873,-79.82573699951172,69.57994842529297
