Group,Task,Feature,Device_1,Device_1_Name,Device_2,Device_2_Name,Device_Pair,N,ICC_2_1_absolute_agreement,ICC_Category,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Device1_mean,Device1_sd,Device2_mean,Device2_sd,Mean_difference_D2_minus_D1,SD_difference,Paired_t,Paired_t_p,Bland_Altman_bias,Bland_Altman_lower_LOA,Bland_Altman_upper_LOA
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,102,0.3781069572177489,poor,0.3992886305309504,3.221724927959679e-05,0.4130086909319144,1.603282273611792e-05,3.933752791554321,2.2802539626350278,4.649641191867301,2.81389045430738,0.71588840031298,2.827288201873172,2.557262619879669,0.0120366172086274,0.71588840031298,-4.825596475358438,6.257373275984397
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,102,0.7329619691524866,moderate,0.7470204018542771,1.9651026138172116e-19,0.7754267716891621,1.100451843938518e-21,4.489494580329114,2.305971713894976,4.649641191867301,2.81389045430738,0.1601466115381865,1.881761166913272,0.8595147580524028,0.3920920736133708,0.1601466115381865,-3.528105275611826,3.848398498688199
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,102,0.8805327411701263,good,0.9014675911263542,3.78729685482141e-38,0.9032971258290878,1.553699809020783e-38,28.48526808858556,4.810686211193775,29.44955936224302,4.449348447690458,0.9642912736574624,2.0853352136075847,4.670167374901312,9.291738234065268e-06,0.9642912736574624,-3.122965745013404,5.051548292328328
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,102,0.820221699530616,good,0.9020230431664716,2.895028401540414e-38,0.9111907764163052,2.6821590912104834e-40,28.48526808858556,4.810686211193775,30.32176989089572,4.058966545370631,1.8365018023101616,2.095557151663168,8.850991731254693,3.025506059752162e-14,1.8365018023101616,-2.270790214949648,5.943793819569971
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,102,0.8824134905514857,good,0.9038538019836816,1.1805727451559336e-38,0.9047899078885616,7.410911911388228e-39,29.44955936224302,4.449348447690458,30.32176989089572,4.058966545370631,0.8722105286526994,1.903983161270262,4.626561159050583,1.10576476353422e-05,0.8722105286526994,-2.8595964674370142,4.604017524742413
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,102,0.831365588232905,good,0.8686936998598181,2.830076225731225e-32,0.8794578486974911,5.175796339656434e-34,30.737395555719484,5.006759827594895,31.95326226644408,4.291561135520342,1.2158667107246066,2.480769590676184,4.94993646145354,2.977737133833829e-06,1.2158667107246066,-3.6464416870007135,6.078175108449927
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,102,0.729876353378495,moderate,0.8399359405656622,2.689519434596776e-28,0.8714624175153095,1.0467163202313568e-32,30.737395555719484,5.006759827594895,32.57004962593618,3.559958289368557,1.832654070216704,2.792696229749894,6.627609059407284,1.6949856512929451e-09,1.832654070216704,-3.641030540093088,7.306338680526497
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,102,0.8781932592274363,good,0.9035289851715484,1.3860428857005922e-38,0.9045184929686572,8.486301934686279e-39,31.95326226644408,4.291561135520342,32.57004962593618,3.559958289368557,0.6167873594920975,1.8662712406567217,3.337803662943301,0.0011831375039099,0.6167873594920975,-3.041104272195077,4.274678991179272
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,102,0.7585560389851074,good,0.822708623329914,2.84342156261425e-26,0.8480528806735614,2.461089983888769e-29,32.41902088169817,4.968796481124955,33.93905394257213,3.932815646960104,1.520033060873964,2.828831157158832,5.426828450301982,3.950654839308744e-07,1.520033060873964,-4.024476007157346,7.064542128905274
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,102,0.504705059989889,moderate,0.6455799873821471,2.3822945470328613e-13,0.7100723207671995,6.466468149464795e-17,32.41902088169817,4.968796481124955,34.971411085100456,3.3007755602925286,2.5523902034022874,3.795773359314314,6.791205644729279,7.807907512800728e-10,2.5523902034022874,-4.887325580853768,9.992105987658343
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,102,0.7347698670643447,moderate,0.7745022672657551,1.3181727392221037e-21,0.8075555128328367,1.1515826239383455e-24,33.93905394257213,3.932815646960104,34.971411085100456,3.3007755602925286,1.0323571425283231,2.5008000610608514,4.169184182879169,6.468332640571977e-05,1.0323571425283231,-3.869210977150945,5.933925262207591
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,102,0.2503494664820603,poor,0.2604714905191928,0.0081928575858048,0.3429422841174017,0.0004179254439907,15.566379650526386,19.72489232115859,16.167803660477105,14.5096984121582,0.6014240099507258,21.22516613920285,0.2861737203238212,0.7753312244385049,0.6014240099507258,-40.99990162288687,42.20274964278832
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,102,0.3912828091472806,poor,0.4011284135404341,2.939105503139105e-05,0.3057758476998399,0.0017760030840108,15.566379650526386,19.72489232115859,16.313588638698423,15.423125976275552,0.7472089881720424,19.56737135762045,0.3856645191686995,0.7005562507091834,0.7472089881720424,-37.60483887276404,39.09925684910812
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,102,0.2672516436478614,poor,0.2658340560988218,0.00692404717675,0.3202083115412528,0.0010346735812192,16.167803660477105,14.5096984121582,16.313588638698423,15.423125976275552,0.1457849782213167,18.150065127177776,0.0811212575364537,0.9355060540052532,0.1457849782213167,-35.428342671047126,35.719912627489755
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,102,0.6359824515584754,moderate,0.6422412886582505,3.4565663609577134e-13,0.6287043895708817,1.493554522079965e-12,0.0798939076591398,0.0413584827936774,0.0860252118497726,0.0390066865010344,0.0061313041906328,0.0340564928184376,1.8182476182154697,0.0719902432327026,0.0061313041906328,-0.0606194217335048,0.0728820301147705
task_mean,Dots,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,102,0.4846624973906113,poor,0.5074760540380949,5.221602092199081e-08,0.5226377006632702,1.7547052343297386e-08,0.0798939076591398,0.0413584827936774,0.0924018163021552,0.0486263843169886,0.0125079086430154,0.0450983978158048,2.8010681360490786,0.006104921579002,0.0125079086430154,-0.0758849510759621,0.100900768361993
