Feature,English_Description,Interaction_Coef,Z_Score,HDI_2.5%,HDI_97.5%,Interaction_PValue,Significant_Interaction,Interaction_FDR_PValue,Significant_Interaction_FDR,W_Age_Coef,W_Age_PValue,W_Age_Significant,CW_Age_Coef,CW_Age_PValue,CW_Age_Significant
hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexV-coefficient of variation,0.11954143619750332,3.933860514056356,0.059981313486007014,0.17910155890899962,8.359230519975179e-05,True,0.0005373791048555473,True,0.12562085368230202,0.00019489834527457032,True,0.24516228987980535,5.396572078097961e-12,True
spectralFluxUV_sma3nz_amean,Spectral flux-mean [timbre change],0.16003873042577435,3.8917120717309146,0.07943772350313111,0.2406397373484176,9.95393298779276e-05,True,0.0005972359792675656,True,0.01912992423392664,0.4729574207820809,False,0.179168654659701,5.938094608959332e-05,True
spectralFluxV_sma3nz_stddevNorm,Spectral flux-coefficient of variation [timbre change],0.13811494732959248,3.6983532523277276,0.0649187764133555,0.21131111824582946,0.0002170027488985713,True,0.0012206404625544635,True,-0.07600190674812392,0.06411587385460672,False,0.06211304058146856,0.12319628631322366,False
F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0 semitone-percentile range [pitch],0.13620311626076803,3.65175454304021,0.06309904951019897,0.2093071830113371,0.00026045476770097297,True,0.0013788781819463274,True,0.21432433946144425,5.857424509927462e-15,True,0.3505274557222123,0.0,True
F1amplitudeLogRelF0_sma3nz_amean,F1-mean [mouth opening],-0.14180861588184346,-3.603085492191739,-0.21894941304881288,-0.06466781871487402,0.0003144620432477333,True,0.0015723102162386665,True,0.08675042647717593,0.0027484171036658376,True,-0.05505818940466753,0.1577742850074444,False
jitterLocal_sma3nz_amean,Jitter-mean [roughness],0.12061657175394912,3.2965962073767696,0.04890366978896757,0.19232947371893067,0.0009786409033536762,True,0.004605073193715899,True,0.09918411390240345,0.000340475577529195,True,0.21980068565635258,1.8630386122708842e-10,True
slopeUV500-1500_sma3nz_amean,slopeUV500-1500-mean,-0.13386654755169838,-3.284027435128318,-0.21376187071335667,-0.05397122439004008,0.001023349598603533,True,0.004605073193715899,True,0.011310259335426636,0.6549407516474319,False,-0.12255628821627175,0.0012848417594593098,True
alphaRatioUV_sma3nz_amean,Alpha ratio-mean [energy distribution],-0.1303714821894273,-3.206465851737094,-0.21006299206558762,-0.05067997231326696,0.0013437625280875558,True,0.005758982263232381,True,0.0037573170494590766,0.8663220807989557,False,-0.1266141651399682,0.0008640425413750652,True
mfcc1V_sma3nz_amean,MFCC coefficient 1-mean [vocal tract feature],-0.09057425815148631,-3.190908626542082,-0.14620905273640483,-0.03493946356656781,0.0014182612646063254,True,0.005801977900662241,True,-0.06919873758732908,0.10059144029309819,False,-0.1597729957388154,0.0001963278868390983,True
F3amplitudeLogRelF0_sma3nz_amean,F3-mean [timbre],-0.11153555358535976,-3.158313172650664,-0.18075278223777788,-0.04231832493294163,0.0015868498600780958,True,0.006209412495957766,True,0.09880673929946293,0.0019365196290977878,True,-0.012728814285896825,0.748965499941316,False
F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0 semitone-standard deviation [pitch],0.11488768215454344,3.0306069278400227,0.04058578079137473,0.18918958351771215,0.0024406275089818826,True,0.009152353158682059,True,0.03326608942933535,0.13717250960734823,False,0.1481537715838788,1.9357918374929284e-06,True
StddevVoicedSegmentLengthSec,Voiced segment duration SD [voicing stability],0.12754665862309847,3.001972377702277,0.044270925389131285,0.21082239185706564,0.0026823651380142835,True,0.00965651449685142,True,0.007303923500520143,0.7490211227996715,False,0.1348505821236186,0.0003258785117390417,True
F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0 semitone-20th percentile [pitch],-0.07842174111974616,-2.8734739150907878,-0.13191330468935875,-0.02493017755013356,0.004059846024536974,True,0.013595811368305481,True,0.021999795415744292,0.737983394785372,False,-0.05642194570400187,0.3923944073387089,False
slopeUV0-500_sma3nz_amean,slopeUV0-500-mean,0.09407674995531828,2.872006683373645,0.029874103429500698,0.15827939648113587,0.004078743410491644,True,0.013595811368305481,True,0.041393185367504214,0.10411864189147517,False,0.1354699353228225,9.383941315110889e-06,True
F2amplitudeLogRelF0_sma3nz_amean,F2-mean [tongue position],-0.08445950664359414,-2.581626734078987,-0.14858211230002427,-0.02033690098716401,0.009833587849040098,True,0.030244858197929478,True,0.044082098980398804,0.1197046009551246,False,-0.040377407663195336,0.2411865646438549,False
MeanUnvoicedSegmentLength,Mean unvoiced segment duration [pause duration],0.11856031163976406,2.5892864786611725,0.028814270508737097,0.20830635277079101,0.009617504646551613,True,0.030244858197929478,True,0.002025064789420412,0.9297420930042196,False,0.12058537642918447,0.003757575738104091,True
