Feature,English_Description,Interaction_Coef,Z_Score,HDI_2.5%,HDI_97.5%,Interaction_PValue,Significant_Interaction,Interaction_FDR_PValue,Significant_Interaction_FDR,C_Age_Coef,C_Age_PValue,C_Age_Significant,CW_Age_Coef,CW_Age_PValue,CW_Age_Significant
F0semitoneFrom27.5Hz_sma3nz_amean,F0 semitone-mean [pitch],-0.026365888725074515,-1.2954259314856984,-0.06625789694037908,0.013526119490230044,0.19517333730364594,False,0.3903466746072919,False,0.07915342819852386,0.2595047102342406,False,0.052787539473449344,0.4572034326234391,False
F1bandwidth_sma3nz_stddevNorm,F1-coefficient of variation [mouth opening],-0.0395509496671994,-1.2469164042299539,-0.10172020262171805,0.02261830328731925,0.21242815114247393,False,0.415620295713536,False,0.08088659049754449,0.007340650706103989,True,0.041335640830345084,0.13756185209382354,False
loudness_sma3_stddevRisingSlope,Loudness-standard deviation [intensity],-0.03697391014325822,-1.2054360222964002,-0.09709229265411952,0.023144472367603072,0.22803502230928618,False,0.4366628086773565,False,0.10484635943827172,0.0023207142485050587,True,0.0678724492950135,0.09526628597119924,False
HNRdBACF_sma3nz_stddevNorm,Harmonics-to-noise ratio-coefficient of variation [voice clarity],-0.04685329497623046,-1.1876290925795547,-0.12417748543871712,0.0304708954862562,0.23497957079744425,False,0.440586695245208,False,0.01057743611403713,0.6387970826878653,False,-0.03627585886219333,0.26624910786538125,False
alphaRatioV_sma3nz_amean,Alpha ratio-mean [energy distribution],0.03487457129457781,1.1622800995913842,-0.0239358305710339,0.0936849731601895,0.24512170741732697,False,0.4502235442359067,False,0.02564404445146096,0.4985637489973873,False,0.06051861574603877,0.10635988669534102,False
alphaRatioV_sma3nz_stddevNorm,Alpha ratio-coefficient of variation [energy distribution],-0.03675554932893092,-1.0977347366337968,-0.102382402775892,0.028871304118030156,0.2723203368605137,False,0.4901766063489247,False,0.004583009329243985,0.8735356855732733,False,-0.03217253999968694,0.3688700706148822,False
mfcc3V_sma3nz_amean,MFCC coefficient 3-mean [vocal tract feature],-0.03223263650293197,-1.0687110136552187,-0.09134680931347636,0.02688153630761242,0.2851999072109942,False,0.5032939539017545,False,-0.03565885049942286,0.3267102202036799,False,-0.06789148700235484,0.06828579752729769,False
equivalentSoundLevel_dBp,equivalentSoundLevel_dBp,0.02238527587378618,1.0532199260115682,-0.019272823853562694,0.06404337560113504,0.2922402080871922,False,0.5050738372172184,False,0.13577545534350782,0.056923671224365924,False,0.15816073121729401,0.029146705122034655,True
shimmerLocaldB_sma3nz_stddevNorm,Shimmer-coefficient of variation [hoarseness],-0.038072481803851255,-1.0419553707083629,-0.10968981440113648,0.03354485079343397,0.2974323708056953,False,0.5050738372172184,False,0.019183198498310742,0.5297862572893883,False,-0.018889283305540513,0.6162405510014888,False
F2bandwidth_sma3nz_amean,F2-mean [tongue position],0.03305719339478165,1.029130678430799,-0.02990089386442428,0.09601528065398758,0.3034182717541034,False,0.5056971195901724,False,0.006296296171437326,0.8346817408398163,False,0.03935348956621898,0.16691475112341392,False
F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0 semitone-falling slope [pitch],0.03610314690040059,1.016087110146565,-0.0335386852005677,0.10574497900136888,0.3095879066164746,False,0.5065983926451403,False,-0.05434758768092752,0.01930404598986852,True,-0.01824444078052693,0.5586311132254542,False
slopeV500-1500_sma3nz_amean,slopeV500-1500-mean,0.030203936419764196,0.9572606886648689,-0.031638899166962046,0.09204677200649045,0.338435691951802,False,0.5439145049225389,False,-0.05804840083997983,0.07039148810067859,False,-0.027844464420215632,0.3964343988259804,False
F1frequency_sma3nz_stddevNorm,F1-coefficient of variation [mouth opening],-0.02798907258736849,-0.9053823889029368,-0.08858068884104345,0.032602543666306466,0.3652628423591342,False,0.5767308037249488,False,0.07656748579558648,0.021214193315992082,True,0.048578413208217985,0.12223180210047646,False
